"year","country","sex","age","population","gdp_per_capita","suicides_no","suicide_per_100k"
2002,"Bulgaria","female","25-34",557945,2157,21,3.76381184525356
2002,"Bulgaria","female","35-54",1110364,2157,77,6.93466286731198
2002,"Bulgaria","female","5-14",408024,2157,3,0.735250867596024
2002,"Bulgaria","female","55-74",964392,2157,117,12.1319961177612
2002,"Bulgaria","female","75+",308008,2157,95,30.8433547180593
2002,"Bulgaria","male","15-24",562398,2157,51,9.06831105373774
2002,"Bulgaria","male","25-34",579234,2157,100,17.2641799341889
2002,"Bulgaria","male","35-54",1087841,2157,315,28.9564375676225
2002,"Bulgaria","male","5-14",429978,2157,6,1.39542023080251
2002,"Bulgaria","male","55-74",804080,2157,328,40.7919609989056
2002,"Bulgaria","male","75+",198560,2157,181,91.1563255439162
2002,"Canada","female","15-24",2084984,25570,108,5.17989586490832
2002,"Canada","female","25-34",2142391,25570,124,5.78792573344455
2002,"Canada","female","35-54",4929966,25570,370,7.50512275338207
2002,"Canada","female","5-14",1997372,25570,17,0.851118369537572
2002,"Canada","female","55-74",2707035,25570,150,5.54111786511811
2002,"Canada","female","75+",1126677,25570,30,2.66269747230129
2002,"Canada","male","15-24",2192632,25570,384,17.5131987492657
2002,"Canada","male","25-34",2194450,25570,466,21.2353892774955
2002,"Canada","male","35-54",4926984,25570,1292,26.2229388201788
2002,"Canada","male","5-14",2097593,25570,18,0.858126433488289
2002,"Canada","male","55-74",2550479,25570,527,20.6627853042507
2002,"Canada","male","75+",691551,25570,164,23.7148091753175
2002,"Chile","female","15-24",1285841,4866,47,3.65519531575055
2002,"Chile","female","25-34",1236130,4866,46,3.72129144992841
2002,"Chile","female","35-54",2055488,4866,101,4.9136750007784
2002,"Chile","female","5-14",1373457,4866,5,0.364044888190893
2002,"Chile","female","55-74",1011017,4866,34,3.36295037571079
2002,"Chile","female","75+",301961,4866,13,4.30519173005785
2002,"Chile","male","15-24",1324289,4866,241,18.1984445993284
2002,"Chile","male","25-34",1250576,4866,296,23.6690932818157
2002,"Chile","male","35-54",2027249,4866,519,25.6011964983088
2002,"Chile","male","5-14",1421716,4866,17,1.19573810803283
2002,"Chile","male","55-74",866261,4866,222,25.6273802006555
2002,"Chile","male","75+",178855,4866,62,34.6649520561349
2002,"Colombia","female","15-24",4019790,2613,295,7.33869182220962
2002,"Colombia","female","25-34",3430874,2613,92,2.68153246082485
2002,"Colombia","female","35-54",5056712,2613,81,1.60183138766851
2002,"Colombia","female","5-14",4195227,2613,64,1.52554319468291
2002,"Colombia","female","55-74",1874594,2613,28,1.49365675981039
2002,"Colombia","female","75+",444232,2613,4,0.900430405733941
2002,"Colombia","male","15-24",4104822,2613,590,14.3733394529653
2002,"Colombia","male","25-34",3344207,2613,460,13.755129392409
2002,"Colombia","male","35-54",4717038,2613,487,10.3242755305342
2002,"Colombia","male","5-14",4364710,2613,53,1.21428456873423
2002,"Colombia","male","55-74",1609818,2613,177,10.9950317365069
2002,"Colombia","male","75+",316252,2613,48,15.1777696267533
2002,"Costa Rica","female","15-24",372135,4485,18,4.83695433108952
2002,"Costa Rica","female","25-34",309561,4485,8,2.58430487044557
2002,"Costa Rica","female","35-54",496715,4485,9,1.81190421066406
2002,"Costa Rica","female","5-14",398576,4485,1,0.250893179719803
2002,"Costa Rica","female","55-74",209232,4485,3,1.43381509520532
2002,"Costa Rica","female","75+",51463,4485,0,0
2002,"Costa Rica","male","15-24",384925,4485,58,15.0678703643567
2002,"Costa Rica","male","25-34",309463,4485,54,17.4495820178826
2002,"Costa Rica","male","35-54",492487,4485,84,17.0562877801851
2002,"Costa Rica","male","5-14",415939,4485,4,0.9616794770387
2002,"Costa Rica","male","55-74",200247,4485,28,13.9827313268114
2002,"Costa Rica","male","75+",39629,4485,8,20.1872366196472
2002,"Croatia","female","15-24",295800,6373,13,4.394861392833
2002,"Croatia","female","25-34",293800,6373,21,7.14771953710007
2002,"Croatia","female","35-54",649700,6373,54,8.31152839772203
2002,"Croatia","female","5-14",252500,6373,0,0
2002,"Croatia","female","55-74",530100,6373,88,16.6006413884173
2002,"Croatia","female","75+",172600,6373,54,31.2862108922364
2002,"Croatia","male","15-24",308300,6373,53,17.1910476808304
2002,"Croatia","male","25-34",297500,6373,82,27.563025210084
2002,"Croatia","male","35-54",647500,6373,199,30.7335907335907
2002,"Croatia","male","5-14",264700,6373,0,0
2002,"Croatia","male","55-74",427000,6373,226,52.9274004683841
2002,"Croatia","male","75+",77800,6373,84,107.969151670951
2002,"Cuba","female","15-24",732476,3205,29,3.95917408898039
2002,"Cuba","female","25-34",989884,3205,84,8.48584278561933
2002,"Cuba","female","35-54",1617731,3205,160,9.89039586927617
2002,"Cuba","female","5-14",787170,3205,3,0.381112085064217
2002,"Cuba","female","55-74",828394,3205,120,14.4858605929063
2002,"Cuba","female","75+",275561,3205,63,22.8624515080146
2002,"Cuba","male","15-24",754841,3205,68,9.0085196750044
2002,"Cuba","male","25-34",1015237,3205,189,18.6163427849852
2002,"Cuba","male","35-54",1633177,3205,400,24.492140166069
2002,"Cuba","male","5-14",830862,3205,1,0.12035693051313
2002,"Cuba","male","55-74",798053,3205,291,36.4637436360743
2002,"Cuba","male","75+",216029,3205,198,91.6543612200214
2002,"Czech Republic","female","15-24",714488,8399,26,3.6389694438535
2002,"Czech Republic","female","25-34",788166,8399,30,3.80630476320978
2002,"Czech Republic","female","35-54",1451319,8399,108,7.44150665704783
2002,"Czech Republic","female","5-14",563932,8399,1,0.177326344311016
2002,"Czech Republic","female","55-74",1105366,8399,86,7.78022844921953
2002,"Czech Republic","female","75+",395065,8399,67,16.9592345563388
2002,"Czech Republic","male","15-24",746413,8399,91,12.1916418926251
2002,"Czech Republic","male","25-34",818936,8399,180,21.9797395645081
2002,"Czech Republic","male","35-54",1458286,8399,518,35.5211529151346
2002,"Czech Republic","male","5-14",592734,8399,5,0.843548708189508
2002,"Czech Republic","male","55-74",921139,8399,282,30.6142721131121
2002,"Czech Republic","male","75+",196619,8399,140,71.2036985235405
2002,"Denmark","female","15-24",292727,35435,6,2.04969135064412
2002,"Denmark","female","25-34",374887,35435,11,2.93421751087661
2002,"Denmark","female","35-54",762841,35435,63,8.25860172696538
2002,"Denmark","female","5-14",328734,35435,0,0
2002,"Denmark","female","55-74",556057,35435,63,11.3297737462167
2002,"Denmark","female","75+",239014,35435,42,17.5721924238747
2002,"Denmark","male","15-24",302190,35435,40,13.2367053840299
2002,"Denmark","male","25-34",383869,35435,64,16.6723543708922
2002,"Denmark","male","35-54",784825,35435,182,23.1898830949575
2002,"Denmark","male","5-14",346889,35435,0,0
2002,"Denmark","male","55-74",528640,35435,140,26.4830508474576
2002,"Denmark","male","75+",140549,35435,77,54.7851638930195
2002,"Ecuador","female","15-24",1248096,2472,91,7.29110581237341
2002,"Ecuador","female","25-34",1036659,2472,31,2.99037581306871
2002,"Ecuador","female","35-54",1347026,2472,27,2.00441565344693
2002,"Ecuador","female","5-14",1432629,2472,23,1.60544006857323
2002,"Ecuador","female","55-74",563516,2472,7,1.2422007538384
2002,"Ecuador","female","75+",146971,2472,1,0.680406338665451
2002,"Ecuador","male","15-24",1279199,2472,132,10.3189574100668
2002,"Ecuador","male","25-34",1041783,2472,89,8.54304591263248
2002,"Ecuador","male","35-54",1323268,2472,109,8.2371824906217
2002,"Ecuador","male","5-14",1484308,2472,16,1.07794339180278
2002,"Ecuador","male","55-74",525419,2472,39,7.42264744898833
2002,"Ecuador","male","75+",119896,2472,12,10.0086741842931
2002,"El Salvador","female","15-24",565074,2421,76,13.4495658975639
2002,"El Salvador","female","25-34",464461,2421,18,3.87545994173892
2002,"El Salvador","female","35-54",629533,2421,24,3.8123497894471
2002,"El Salvador","female","5-14",702143,2421,7,0.996947915168278
2002,"El Salvador","female","55-74",311230,2421,7,2.24914050702053
2002,"El Salvador","female","75+",68473,2421,0,0
2002,"El Salvador","male","15-24",535886,2421,95,17.7276510302564
2002,"El Salvador","male","25-34",397854,2421,71,17.845742408019
2002,"El Salvador","male","35-54",513122,2421,84,16.3703758560342
2002,"El Salvador","male","5-14",725313,2421,4,0.551486048092341
2002,"El Salvador","male","55-74",266616,2421,39,14.6277792780628
2002,"El Salvador","male","75+",50753,2421,11,21.6735956495183
2002,"Estonia","female","15-24",97020,5561,4,4.12286126571841
2002,"Estonia","female","25-34",95715,5561,6,6.26860993574675
2002,"Estonia","female","35-54",201060,5561,28,13.9261911867104
2002,"Estonia","female","5-14",80820,5561,1,1.23731749566939
2002,"Estonia","female","55-74",170805,5561,19,11.1237961417991
2002,"Estonia","female","75+",61415,5561,14,22.7957339412196
2002,"Estonia","male","15-24",102950,5561,34,33.0257406508014
2002,"Estonia","male","25-34",98385,5561,53,53.8700005082076
2002,"Estonia","male","35-54",184685,5561,117,63.3511113517611
2002,"Estonia","male","5-14",86140,5561,4,4.64360343626654
2002,"Estonia","male","55-74",116560,5561,74,63.4866163349348
2002,"Estonia","male","75+",21135,5561,17,80.4352969008753
2002,"Fiji","female","15-24",79795,2548,6,7.51926812456921
2002,"Fiji","female","25-34",58817,2548,5,8.50094360474013
2002,"Fiji","female","35-54",91724,2548,3,3.27068161004753
2002,"Fiji","female","5-14",85867,2548,1,1.16459175236121
2002,"Fiji","female","55-74",35203,2548,0,0
2002,"Fiji","female","75+",4593,2548,1,21.7722621380361
2002,"Fiji","male","15-24",84154,2548,9,10.6946788031466
2002,"Fiji","male","25-34",61525,2548,4,6.50142218610321
2002,"Fiji","male","35-54",93636,2548,5,5.33982656243325
2002,"Fiji","male","5-14",91230,2548,2,2.19226131754905
2002,"Fiji","male","55-74",33136,2548,5,15.0893288266538
2002,"Fiji","male","75+",3507,2548,1,28.5143997718848
2002,"Finland","female","15-24",319060,28390,23,7.20867548423494
2002,"Finland","female","25-34",314846,28390,30,9.52846788588707
2002,"Finland","female","35-54",773011,28390,125,16.1705331489461
2002,"Finland","female","5-14",315612,28390,0,0
2002,"Finland","female","55-74",557098,28390,75,13.4626223752374
2002,"Finland","female","75+",240441,28390,18,7.48624402660112
2002,"Finland","male","15-24",333547,28390,97,29.0813588489778
2002,"Finland","male","25-34",329350,28390,124,37.6499165022013
2002,"Finland","male","35-54",792737,28390,339,42.7632367355125
2002,"Finland","male","5-14",328694,28390,3,0.912703000358997
2002,"Finland","male","55-74",497865,28390,204,40.9749630924046
2002,"Finland","male","75+",113353,28390,57,50.285391652625
2002,"France","female","15-24",3826195,26714,120,3.13627507223234
2002,"France","female","25-34",4087370,26714,275,6.72804272674116
2002,"France","female","35-54",8616861,26714,1198,13.9029746447111
2002,"France","female","5-14",3611606,26714,14,0.387639183233166
2002,"France","female","55-74",5793815,26714,825,14.2393224498884
2002,"France","female","75+",2925326,26714,483,16.5109803146726
2002,"France","male","15-24",3945027,26714,469,11.8883850478083
2002,"France","male","25-34",4093371,26714,1069,26.1153948664805
2002,"France","male","35-54",8426925,26714,3161,37.5107171358473
2002,"France","male","5-14",3788047,26714,23,0.607173036659788
2002,"France","male","55-74",5181628,26714,1817,35.0661992717347
2002,"France","male","75+",1639346,26714,1189,72.5289231193415
2002,"Germany","female","15-24",4626561,26441,141,3.04762003570254
2002,"Germany","female","25-34",5348715,26441,219,4.09444137517142
2002,"Germany","female","35-54",12321464,26441,905,7.34490641696474
2002,"Germany","female","5-14",4220169,26441,8,0.189565868096752
2002,"Germany","female","55-74",9531566,26441,1013,10.627844364714
2002,"Germany","female","75+",4251053,26441,773,18.1837300076005
2002,"Germany","male","15-24",4828748,26441,609,12.6119648405757
2002,"Germany","male","25-34",5614445,26441,903,16.083513152235
2002,"Germany","male","35-54",12777078,26441,3088,24.1682801028529
2002,"Germany","male","5-14",4448685,26441,16,0.359656842415231
2002,"Germany","male","55-74",8766453,26441,2354,26.8523654892121
2002,"Germany","male","75+",1898834,26441,1147,60.4054909486559
2002,"Greece","female","15-24",711776,14676,4,0.561974553792204
2002,"Greece","female","25-34",836636,14676,11,1.31478922733423
2002,"Greece","female","35-54",1519280,14676,17,1.11895108209152
2002,"Greece","female","5-14",538762,14676,0,0
2002,"Greece","female","55-74",1281518,14676,23,1.79474654277193
2002,"Greece","female","75+",414749,14676,11,2.65220651526586
2002,"Greece","male","15-24",777333,14676,26,3.34476987340046
2002,"Greece","male","25-34",884877,14676,34,3.84234193000835
2002,"Greece","male","35-54",1507522,14676,76,5.04138579735486
2002,"Greece","male","5-14",573550,14676,0,0
2002,"Greece","male","55-74",1125984,14676,87,7.72657515559724
2002,"Greece","male","75+",310058,14676,34,10.9656902902038
2002,"Grenada","female","15-24",11062,5879,0,0
2002,"Grenada","female","25-34",6490,5879,0,0
2002,"Grenada","female","35-54",9715,5879,0,0
2002,"Grenada","female","5-14",11760,5879,0,0
2002,"Grenada","female","55-74",5229,5879,0,0
2002,"Grenada","female","75+",2297,5879,0,0
2002,"Grenada","male","15-24",11415,5879,0,0
2002,"Grenada","male","25-34",7095,5879,0,0
2002,"Grenada","male","35-54",9549,5879,0,0
2002,"Grenada","male","5-14",11910,5879,0,0
2002,"Grenada","male","55-74",4151,5879,0,0
2002,"Grenada","male","75+",1235,5879,0,0
2002,"Guatemala","female","15-24",1278693,2022,28,2.18973592566785
2002,"Guatemala","female","25-34",862814,2022,14,1.6225976861757
2002,"Guatemala","female","35-54",975928,2022,9,0.922199178627932
2002,"Guatemala","female","5-14",1646501,2022,1,0.0607348553083175
2002,"Guatemala","female","55-74",420750,2022,8,1.90136660724896
2002,"Guatemala","female","75+",91705,2022,4,4.36181233302437
2002,"Guatemala","male","15-24",1257598,2022,60,4.77099995388033
2002,"Guatemala","male","25-34",770700,2022,47,6.09835214739847
2002,"Guatemala","male","35-54",826155,2022,50,6.05213307430204
2002,"Guatemala","male","5-14",1692961,2022,7,0.413476742819238
2002,"Guatemala","male","55-74",377333,2022,26,6.89046545094121
2002,"Guatemala","male","75+",76028,2022,4,5.26121955069185
2002,"Guyana","female","15-24",65044,1090,13,19.9864706967591
2002,"Guyana","female","25-34",62180,1090,9,14.4741074300418
2002,"Guyana","female","35-54",82679,1090,6,7.25698182126054
2002,"Guyana","female","5-14",90156,1090,4,4.43675407072186
2002,"Guyana","female","55-74",26413,1090,2,7.57202892515049
2002,"Guyana","female","75+",6508,1090,0,0
2002,"Guyana","male","15-24",64530,1090,31,48.0396714706338
2002,"Guyana","male","25-34",59613,1090,34,57.034539446094
2002,"Guyana","male","35-54",81725,1090,59,72.1933312939737
2002,"Guyana","male","5-14",93598,1090,2,2.13679779482468
2002,"Guyana","male","55-74",25213,1090,15,59.4931186292785
2002,"Guyana","male","75+",5180,1090,1,19.3050193050193
2002,"Hungary","female","15-24",692093,6995,25,3.61223130417444
2002,"Hungary","female","25-34",761375,6995,41,5.38499425381711
2002,"Hungary","female","35-54",1453102,6995,248,17.0669368014083
2002,"Hungary","female","5-14",570215,6995,3,0.526117341704445
2002,"Hungary","female","55-74",1190173,6995,181,15.2078731411316
2002,"Hungary","female","75+",430724,6995,149,34.5929179706726
2002,"Hungary","male","15-24",722619,6995,123,17.0214179256289
2002,"Hungary","male","25-34",787190,6995,232,29.4719191046634
2002,"Hungary","male","35-54",1382754,6995,997,72.1024853300009
2002,"Hungary","male","5-14",598250,6995,4,0.668616798997075
2002,"Hungary","male","55-74",881937,6995,582,65.9911082084094
2002,"Hungary","male","75+",209732,6995,254,121.106936471306
2002,"Iceland","female","15-24",21091,34556,1,4.74135887345313
2002,"Iceland","female","25-34",20483,34556,2,9.76419469804228
2002,"Iceland","female","35-54",39430,34556,4,10.1445599797109
2002,"Iceland","female","5-14",21996,34556,0,0
2002,"Iceland","female","55-74",21481,34556,2,9.31055351240631
2002,"Iceland","female","75+",8798,34556,1,11.3662195953626
2002,"Iceland","male","15-24",21620,34556,3,13.8760407030527
2002,"Iceland","male","25-34",20997,34556,7,33.3380959184645
2002,"Iceland","male","35-54",40266,34556,4,9.93393930363085
2002,"Iceland","male","5-14",23134,34556,0,0
2002,"Iceland","male","55-74",20853,34556,6,28.7728384405122
2002,"Iceland","male","75+",6306,34556,0,0
2002,"Ireland","female","15-24",315817,35154,14,4.4329469281261
2002,"Ireland","female","25-34",308892,35154,19,6.15101718399959
2002,"Ireland","female","35-54",521940,35154,29,5.55619419856689
2002,"Ireland","female","5-14",267794,35154,2,0.746842722391092
2002,"Ireland","female","55-74",302754,35154,14,4.62421636047748
2002,"Ireland","female","75+",118252,35154,3,2.53695497750567
2002,"Ireland","male","15-24",325705,35154,89,27.3253404154066
2002,"Ireland","male","25-34",308477,35154,100,32.4173277100076
2002,"Ireland","male","35-54",521397,35154,109,20.9053753665633
2002,"Ireland","male","5-14",282004,35154,1,0.354604899221288
2002,"Ireland","male","55-74",294395,35154,62,21.0601402877087
2002,"Ireland","male","75+",72146,35154,7,9.70254761178721
2002,"Israel","female","15-24",540419,20536,14,2.59058249247343
2002,"Israel","female","25-34",490754,20536,10,2.03768079322838
2002,"Israel","female","35-54",773340,20536,31,4.00858613287816
2002,"Israel","female","5-14",580138,20536,2,0.344745560539044
2002,"Israel","female","55-74",441786,20536,20,4.52707872137189
2002,"Israel","female","75+",173506,20536,14,8.06888522587115
2002,"Israel","male","15-24",561947,20536,60,10.6771635047433
2002,"Israel","male","25-34",496115,20536,59,11.8924039789162
2002,"Israel","male","35-54",732491,20536,99,13.5155244228257
2002,"Israel","male","5-14",610267,20536,0,0
2002,"Israel","male","55-74",377599,20536,45,11.9174044422787
2002,"Israel","male","75+",117146,20536,28,23.9017977566456
2002,"Italy","female","15-24",3067858,23227,47,1.53201354169587
2002,"Italy","female","25-34",4321886,23227,92,2.12870029426968
2002,"Italy","female","35-54",8243211,23227,277,3.3603410127437
2002,"Italy","female","5-14",2673289,23227,5,0.187035520663871
2002,"Italy","female","55-74",6785890,23227,323,4.75987674424431
2002,"Italy","female","75+",3107879,23227,180,5.7917312739653
2002,"Italy","male","15-24",3197550,23227,208,6.50498037560007
2002,"Italy","male","25-34",4396666,23227,475,10.8036407587022
2002,"Italy","male","35-54",8173149,23227,949,11.6111917205963
2002,"Italy","male","5-14",2823980,23227,6,0.212466093952507
2002,"Italy","male","55-74",5974353,23227,945,15.817612384136
2002,"Italy","male","75+",1761131,23227,562,31.9113115378697
2002,"Jamaica","female","15-24",242077,4013,0,0
2002,"Jamaica","female","25-34",212410,4013,0,0
2002,"Jamaica","female","35-54",297434,4013,0,0
2002,"Jamaica","female","5-14",276937,4013,0,0
2002,"Jamaica","female","55-74",138797,4013,0,0
2002,"Jamaica","female","75+",53489,4013,0,0
2002,"Jamaica","male","15-24",240844,4013,0,0
2002,"Jamaica","male","25-34",203341,4013,0,0
2002,"Jamaica","male","35-54",286010,4013,2,0.6992762490822
2002,"Jamaica","male","5-14",289686,4013,0,0
2002,"Jamaica","male","55-74",131362,4013,0,0
2002,"Jamaica","male","75+",43330,4013,0,0
2002,"Japan","female","15-24",7274000,34239,461,6.33764091284025
2002,"Japan","female","25-34",9124000,34239,1005,11.0149057430951
2002,"Japan","female","35-54",17125000,34239,2187,12.770802919708
2002,"Japan","female","5-14",5917000,34239,12,0.202805475747845
2002,"Japan","female","55-74",15754000,34239,2919,18.5286276501206
2002,"Japan","female","75+",6387000,34239,1664,26.0529199937373
2002,"Japan","male","15-24",7671000,34239,1131,14.7438404380133
2002,"Japan","male","25-34",9406000,34239,2444,25.9834148415905
2002,"Japan","male","35-54",17249000,34239,8202,47.550582642472
2002,"Japan","male","5-14",6215000,34239,25,0.402252614641995
2002,"Japan","male","55-74",14446000,34239,7956,55.0740689464211
2002,"Japan","male","75+",3621000,34239,1709,47.1969069317868
2002,"Kazakhstan","female","15-24",1377461,1788,160,11.615573871057
2002,"Kazakhstan","female","25-34",1147717,1788,129,11.2397045613161
2002,"Kazakhstan","female","35-54",2033504,1788,198,9.73688765795396
2002,"Kazakhstan","female","5-14",1372725,1788,20,1.456956054563
2002,"Kazakhstan","female","55-74",996301,1788,119,11.9441815274701
2002,"Kazakhstan","female","75+",247685,1788,52,20.9944082201183
2002,"Kazakhstan","male","15-24",1414530,1788,621,43.901507921359
2002,"Kazakhstan","male","25-34",1128226,1788,825,73.1236472125266
2002,"Kazakhstan","male","35-54",1837817,1788,1414,76.9391076478235
2002,"Kazakhstan","male","5-14",1424722,1788,67,4.70267181948478
2002,"Kazakhstan","male","55-74",704901,1788,582,82.5647856933101
2002,"Kazakhstan","male","75+",91887,1788,53,57.6795411755744
2002,"Kuwait","female","15-24",168033,17668,2,1.19024239286331
2002,"Kuwait","female","25-34",213750,17668,5,2.33918128654971
2002,"Kuwait","female","35-54",225709,17668,4,1.77219339946568
2002,"Kuwait","female","5-14",183948,17668,0,0
2002,"Kuwait","female","55-74",41294,17668,0,0
2002,"Kuwait","female","75+",5290,17668,0,0
2002,"Kuwait","male","15-24",185185,17668,5,2.7000027000027
2002,"Kuwait","male","25-34",388020,17668,11,2.83490541724653
2002,"Kuwait","male","35-54",482228,17668,18,3.73267417072422
2002,"Kuwait","male","5-14",193020,17668,0,0
2002,"Kuwait","male","55-74",67364,17668,0,0
2002,"Kuwait","male","75+",4762,17668,0,0
2002,"Kyrgyzstan","female","15-24",501146,359,27,5.38765150275568
2002,"Kyrgyzstan","female","25-34",383200,359,10,2.60960334029228
2002,"Kyrgyzstan","female","35-54",544358,359,40,7.34810547470598
2002,"Kyrgyzstan","female","5-14",570366,359,2,0.350652037463664
2002,"Kyrgyzstan","female","55-74",211702,359,16,7.55779350218704
2002,"Kyrgyzstan","female","75+",60154,359,5,8.31199920204808
2002,"Kyrgyzstan","male","15-24",508597,359,96,18.8754554195168
2002,"Kyrgyzstan","male","25-34",387433,359,106,27.3595692674604
2002,"Kyrgyzstan","male","35-54",519663,359,190,36.5621566284303
2002,"Kyrgyzstan","male","5-14",586103,359,17,2.9005140734649
2002,"Kyrgyzstan","male","55-74",170209,359,50,29.3756499362548
2002,"Kyrgyzstan","male","75+",30232,359,8,26.4620269912675
2002,"Latvia","female","15-24",169582,4311,7,4.12779658218443
2002,"Latvia","female","25-34",158474,4311,14,8.83425672350038
2002,"Latvia","female","35-54",336675,4311,43,12.771961090072
2002,"Latvia","female","5-14",138317,4311,0,0
2002,"Latvia","female","55-74",296380,4311,59,19.9068763074431
2002,"Latvia","female","75+",103384,4311,26,25.1489592199954
2002,"Latvia","male","15-24",175356,4311,53,30.2242295672803
2002,"Latvia","male","25-34",158594,4311,71,44.7684023355234
2002,"Latvia","male","35-54",303155,4311,229,75.5389157361746
2002,"Latvia","male","5-14",144604,4311,4,2.76617520953777
2002,"Latvia","male","55-74",196893,4311,140,71.104610118186
2002,"Latvia","male","75+",33070,4311,24,72.5733293014817
2002,"Lithuania","female","15-24",247514,4360,15,6.06026325783592
2002,"Lithuania","female","25-34",242244,4360,28,11.5585938145011
2002,"Lithuania","female","35-54",498421,4360,74,14.8468864674643
2002,"Lithuania","female","5-14",230997,4360,1,0.432906055056992
2002,"Lithuania","female","55-74",399066,4360,85,21.299734880947
2002,"Lithuania","female","75+",135785,4360,39,28.7218764959311
2002,"Lithuania","male","15-24",255044,4360,156,61.1659164693151
2002,"Lithuania","male","25-34",237814,4360,204,85.781324900973
2002,"Lithuania","male","35-54",456468,4360,613,134.291998562878
2002,"Lithuania","male","5-14",240849,4360,4,1.66079161632392
2002,"Lithuania","male","55-74",275961,4360,285,103.27546283714
2002,"Lithuania","male","75+",54325,4360,47,86.5163368614818
2002,"Luxembourg","female","15-24",25089,56484,1,3.98581051456814
2002,"Luxembourg","female","25-34",33876,56484,0,0
2002,"Luxembourg","female","35-54",67029,56484,10,14.9189156932074
2002,"Luxembourg","female","5-14",27411,56484,0,0
2002,"Luxembourg","female","55-74",41566,56484,8,19.2464995428956
2002,"Luxembourg","female","75+",17636,56484,3,17.0106600136085
2002,"Luxembourg","male","15-24",25897,56484,6,23.1687068000154
2002,"Luxembourg","male","25-34",33839,56484,8,23.6413605603002
2002,"Luxembourg","male","35-54",69685,56484,16,22.9604649494152
2002,"Luxembourg","male","5-14",28719,56484,0,0
2002,"Luxembourg","male","55-74",38724,56484,27,69.7242020452433
2002,"Luxembourg","male","75+",8635,56484,6,69.4846554719166
2002,"Maldives","female","15-24",33844,3401,1,2.95473348303983
2002,"Maldives","female","25-34",21420,3401,0,0
2002,"Maldives","female","35-54",23970,3401,0,0
2002,"Maldives","female","5-14",37872,3401,0,0
2002,"Maldives","female","55-74",10045,3401,0,0
2002,"Maldives","female","75+",1075,3401,0,0
2002,"Maldives","male","15-24",36435,3401,1,2.74461369562234
2002,"Maldives","male","25-34",21431,3401,0,0
2002,"Maldives","male","35-54",24087,3401,1,4.15161705484286
2002,"Maldives","male","5-14",40027,3401,0,0
2002,"Maldives","male","55-74",11868,3401,0,0
2002,"Maldives","male","75+",1673,3401,0,0
2002,"Malta","female","15-24",28419,12524,0,0
2002,"Malta","female","25-34",26071,12524,2,7.67135898124353
2002,"Malta","female","35-54",57093,12524,2,3.50305641672359
2002,"Malta","female","5-14",26052,12524,0,0
2002,"Malta","female","55-74",39275,12524,3,7.63844684914068
2002,"Malta","female","75+",12453,12524,1,8.03019352766402
2002,"Malta","male","15-24",30264,12524,0,0
2002,"Malta","male","25-34",27382,12524,3,10.9561025491199
2002,"Malta","male","35-54",57735,12524,5,8.66025807569065
2002,"Malta","male","5-14",27603,12524,0,0
2002,"Malta","male","55-74",33995,12524,3,8.82482718046771
2002,"Malta","male","75+",8114,12524,0,0
2002,"Mauritius","female","15-24",99542,4415,11,11.0506118020534
2002,"Mauritius","female","25-34",94139,4415,6,6.37355399993626
2002,"Mauritius","female","35-54",168822,4415,9,5.33105874826741
2002,"Mauritius","female","5-14",99967,4415,0,0
2002,"Mauritius","female","55-74",66002,4415,3,4.54531680858156
2002,"Mauritius","female","75+",18012,4415,0,0
2002,"Mauritius","male","15-24",100533,4415,17,16.9098703908169
2002,"Mauritius","male","25-34",93399,4415,28,29.9789076970846
2002,"Mauritius","male","35-54",170023,4415,43,25.2906959646636
2002,"Mauritius","male","5-14",102373,4415,0,0
2002,"Mauritius","male","55-74",56153,4415,13,23.1510337827008
2002,"Mauritius","male","75+",10790,4415,1,9.2678405931418
2002,"Mexico","female","15-24",10166352,8357,260,2.55745620454613
2002,"Mexico","female","25-34",9124293,8357,119,1.30421063856674
2002,"Mexico","female","35-54",10409349,8357,158,1.51786629500077
2002,"Mexico","female","5-14",11292233,8357,63,0.55790559759084
2002,"Mexico","female","55-74",4401799,8357,46,1.0450272718041
2002,"Mexico","female","75+",1227458,8357,10,0.814691826522781
2002,"Mexico","male","15-24",10391176,8357,919,8.84404229126713
2002,"Mexico","male","25-34",8935002,8357,852,9.53553228079859
2002,"Mexico","male","35-54",9900926,8357,824,8.32245387956642
2002,"Mexico","male","5-14",11684250,8357,103,0.881528553394527
2002,"Mexico","male","55-74",3991819,8357,348,8.71783014209813
2002,"Mexico","male","75+",869659,8357,124,14.258462224849
2002,"Montenegro","female","15-24",48660,2220,0,0
2002,"Montenegro","female","25-34",43578,2220,0,0
2002,"Montenegro","female","35-54",86210,2220,0,0
2002,"Montenegro","female","5-14",43461,2220,0,0
2002,"Montenegro","female","55-74",58144,2220,0,0
2002,"Montenegro","female","75+",14322,2220,0,0
2002,"Montenegro","male","15-24",50621,2220,0,0
2002,"Montenegro","male","25-34",43146,2220,0,0
2002,"Montenegro","male","35-54",85940,2220,0,0
2002,"Montenegro","male","5-14",46337,2220,0,0
2002,"Montenegro","male","55-74",49448,2220,0,0
2002,"Montenegro","male","75+",8801,2220,0,0
2002,"Netherlands","female","15-24",943864,30757,26,2.75463414220693
2002,"Netherlands","female","25-34",1164180,30757,57,4.89615007988455
2002,"Netherlands","female","35-54",2409590,30757,218,9.04718230072336
2002,"Netherlands","female","5-14",969671,30757,2,0.206255523780746
